run_id,planner,scenario,sample_index,elapsed_s,x,y,yaw_rad
20260429_021326_694,astar,open_world,6,0.841,0.0,0.0,3.14123
20260429_021326_694,astar,open_world,7,0.973,0.0,0.0,3.14123
20260429_021327_752,astar,open_world,0,0.008,0.0,0.0,3.14124
20260429_021327_752,astar,open_world,1,0.142,0.0,0.0,3.14124
20260429_021327_752,astar,open_world,2,0.246,0.0,0.0,3.14125
20260429_021327_752,astar,open_world,3,0.383,0.0,0.0,3.14126
20260429_021327_752,astar,open_world,4,0.496,0.0,0.0,3.14126
20260429_021327_752,astar,open_world,5,0.607,0.0,0.0,3.14127
20260429_021327_752,astar,open_world,6,0.739,0.0,0.0,3.14128
20260429_021327_752,astar,open_world,7,0.885,0.0,0.0,3.14128
20260429_021328_820,astar,open_world,0,0.008,0.0,0.0,3.14129
20260429_021328_820,astar,open_world,1,0.116,0.0,0.0,3.1413
20260429_021328_820,astar,open_world,2,0.237,0.0,0.0,3.1413
20260429_021328_820,astar,open_world,3,0.363,0.0,0.0,3.14131
20260429_021328_820,astar,open_world,4,0.485,0.0,0.0,3.14131
20260429_021328_820,astar,open_world,5,0.598,0.0,0.0,3.14132
20260429_021328_820,astar,open_world,6,0.74,0.0,0.0,3.14133
20260429_021328_820,astar,open_world,7,0.861,0.0,0.0,3.14133
20260429_021329_893,astar,open_world,0,0.004,0.0,0.0,3.14134
20260429_021329_893,astar,open_world,1,0.124,0.0,0.0,3.14135
20260429_021329_893,astar,open_world,2,0.275,0.0,0.0,3.14135
20260429_021329_893,astar,open_world,3,0.442,0.0,0.0,3.14136
20260429_021329_893,astar,open_world,4,0.584,0.0,0.0,3.14136
20260429_021329_893,astar,open_world,5,0.719,0.0,0.0,3.14137
20260429_021329_893,astar,open_world,6,0.85,0.0,0.0,3.14138
20260429_021329_893,astar,open_world,7,0.996,0.0,0.0,3.14138
20260429_021330_982,astar,open_world,0,0.039,0.0,0.0,3.14139
20260429_021330_982,astar,open_world,1,0.172,0.0,0.0,3.14139
20260429_021330_982,astar,open_world,2,0.312,0.0,0.0,3.1414
20260429_021330_982,astar,open_world,3,0.436,0.0,0.0,3.1414
20260429_021330_982,astar,open_world,4,0.566,0.0,0.0,3.14141
20260429_021330_982,astar,open_world,5,0.694,0.0,0.0,3.14142
20260429_021330_982,astar,open_world,6,0.835,0.0,0.0,3.14142
20260429_021330_982,astar,open_world,7,0.963,0.0,0.0,3.14143
20260429_021332_062,astar,open_world,0,0.041,0.0,0.0,3.14143
20260429_021332_062,astar,open_world,1,0.157,0.0,0.0,3.14144
20260429_021332_062,astar,open_world,2,0.304,0.0,0.0,3.14145
20260429_021332_062,astar,open_world,3,0.406,0.0,0.0,3.14145
20260429_021332_062,astar,open_world,4,0.532,0.0,0.0,3.14146
20260429_021332_062,astar,open_world,5,0.684,0.0,0.0,3.14146
20260429_021332_062,astar,open_world,6,0.83,0.0,0.0,3.14147
20260429_021332_062,astar,open_world,7,0.973,0.0,0.0,3.14147
20260429_021333_124,astar,open_world,0,0.005,0.0,0.0,3.14148
20260429_021333_124,astar,open_world,1,0.141,0.0,0.0,3.14149
20260429_021333_124,astar,open_world,2,0.275,0.0,0.0,3.14149
20260429_021333_124,astar,open_world,3,0.411,0.0,0.0,3.1415
20260429_021333_124,astar,open_world,4,0.55,0.0,0.0,3.1415
20260429_021333_124,astar,open_world,5,0.678,0.0,0.0,3.14151
20260429_021333_124,astar,open_world,6,0.809,0.0,0.0,3.14151
20260429_021333_124,astar,open_world,7,0.942,0.0,0.0,3.14152
20260429_021334_203,astar,open_world,0,0.032,0.0,0.0,3.14152
20260429_021334_203,astar,open_world,1,0.151,0.0,0.0,3.14153
20260429_021334_203,astar,open_world,2,0.285,0.0,0.0,3.14154
20260429_021334_203,astar,open_world,3,0.419,0.0,0.0,3.14154
20260429_021334_203,astar,open_world,4,0.568,0.0,0.0,3.14155
20260429_021334_203,astar,open_world,5,0.7,0.0,0.0,3.14155
20260429_021334_203,astar,open_world,6,0.842,0.0,0.0,3.14156
20260429_021334_203,astar,open_world,7,0.973,0.0,0.0,3.14156
20260429_021335_253,astar,open_world,0,0.002,0.0,0.0,3.14157
20260429_021335_253,astar,open_world,1,0.134,0.0,0.0,3.14157
20260429_021335_253,astar,open_world,2,0.273,0.0,0.0,3.14158
20260429_021335_253,astar,open_world,3,0.424,0.0,0.0,3.14158
20260429_021335_253,astar,open_world,4,0.559,0.0,0.0,3.14159
20260429_021335_253,astar,open_world,5,0.686,0.0,0.0,-3.14159
20260429_021335_253,astar,open_world,6,0.822,0.0,0.0,-3.14159
20260429_021335_253,astar,open_world,7,0.936,0.0,0.0,-3.14158
20260429_021336_314,astar,open_world,0,0.036,0.0,0.0,-3.14158
20260429_021336_314,astar,open_world,1,0.2,0.0,0.0,-3.14157
20260429_021336_314,astar,open_world,2,0.33,0.0,0.0,-3.14157
20260429_021336_314,astar,open_world,3,0.471,0.0,0.0,-3.14156
20260429_021336_314,astar,open_world,4,0.621,0.0,0.0,-3.14156
20260429_021336_314,astar,open_world,5,0.763,0.0,0.0,-3.14155
20260429_021336_314,astar,open_world,6,0.888,0.0,0.0,-3.14155
20260429_021337_382,astar,open_world,0,0.006,0.0,0.0,-3.14154
20260429_021337_382,astar,open_world,1,0.131,0.0,0.0,-3.14154
20260429_021337_382,astar,open_world,2,0.249,0.0,0.0,-3.14153
20260429_021337_382,astar,open_world,3,0.375,0.0,0.0,-3.14153
20260429_021337_382,astar,open_world,4,0.506,0.0,0.0,-3.14152
20260429_021337_382,astar,open_world,5,0.626,0.0,0.0,-3.14151
20260429_021337_382,astar,open_world,6,0.761,0.0,0.0,-3.14151
20260429_021337_382,astar,open_world,7,0.881,0.0,0.0,-3.1415
20260429_021338_442,astar,open_world,0,0.011,0.0,0.0,-3.1415
20260429_021338_442,astar,open_world,1,0.159,0.0,0.0,-3.14149
20260429_021338_442,astar,open_world,2,0.311,0.0,0.0,-3.14149
20260429_021338_442,astar,open_world,3,0.44,0.0,0.0,-3.14148
20260429_021338_442,astar,open_world,4,0.56,0.0,0.0,-3.14148
20260429_021338_442,astar,open_world,5,0.686,0.0,0.0,-3.14147
20260429_021338_442,astar,open_world,6,0.83,0.0,0.0,-3.14147
20260429_021338_442,astar,open_world,7,0.976,0.0,0.0,-3.14146
20260429_021339_512,astar,open_world,0,0.049,0.0,0.0,-3.14146
20260429_021339_512,astar,open_world,1,0.196,0.0,0.0,-3.14145
20260429_021339_512,astar,open_world,2,0.326,0.0,0.0,-3.14145
20260429_021339_512,astar,open_world,3,0.444,0.0,0.0,-3.14144
20260429_021339_512,astar,open_world,4,0.595,0.0,0.0,-3.14144
20260429_021339_512,astar,open_world,5,0.7,0.0,0.0,-3.14143
20260429_021339_512,astar,open_world,6,0.819,0.0,0.0,-3.14143
20260429_021339_512,astar,open_world,7,0.953,0.0,0.0,-3.14142
20260429_021340_582,astar,open_world,0,0.051,0.0,0.0,-3.14141
20260429_021340_582,astar,open_world,1,0.184,0.0,0.0,-3.14146
20260429_021340_582,astar,open_world,2,0.317,0.0,0.0,3.1415
20260429_021340_582,astar,open_world,3,0.441,0.0,0.0,3.14106
20260429_021340_582,astar,open_world,4,0.569,0.0,0.0,3.14086
20260429_021340_582,astar,open_world,5,0.721,0.0,0.0,3.14047
20260429_021340_582,astar,open_world,6,0.854,0.0,0.0,3.1408
20260429_021341_653,astar,open_world,0,0.008,0.0,0.0,3.14103
20260429_021341_653,astar,open_world,1,0.122,0.0,0.0,3.13852
20260429_021341_653,astar,open_world,2,0.237,0.0,0.0,3.13839
20260429_021341_653,astar,open_world,3,0.347,0.0,0.0,3.1386
20260429_021341_653,astar,open_world,4,0.472,0.0,0.0,3.13858
20260429_021341_653,astar,open_world,5,0.593,0.0,0.0,3.13327
20260429_021341_653,astar,open_world,6,0.734,0.0,0.0,3.12912
20260429_021341_653,astar,open_world,7,0.869,0.0,0.0,3.12764
20260429_021341_653,astar,open_world,8,0.986,0.0,0.0,3.12684
20260429_021342_733,astar,open_world,0,0.051,0.0,0.0,3.12487
20260429_021342_733,astar,open_world,1,0.177,0.0,0.0,3.12229
20260429_021342_733,astar,open_world,2,0.286,0.0,0.0,3.11945
20260429_021342_733,astar,open_world,3,0.423,0.0,0.0,3.11679
20260429_021342_733,astar,open_world,4,0.547,0.0,0.0,3.11338
20260429_021342_733,astar,open_world,5,0.662,0.0,0.0,3.10963
20260429_021342_733,astar,open_world,6,0.822,0.0,0.0,3.10611
20260429_021342_733,astar,open_world,7,0.934,0.0,0.0,3.1019
20260429_021343_822,astar,open_world,0,0.002,0.0,0.0,3.09723
20260429_021343_822,astar,open_world,1,0.147,0.0,0.0,3.08927
20260429_021343_822,astar,open_world,2,0.265,0.0,0.0,3.08435
20260429_021343_822,astar,open_world,3,0.4,0.0,0.0,3.07805
20260429_021343_822,astar,open_world,4,0.517,0.0,0.0,3.07105
20260429_021343_822,astar,open_world,5,0.624,0.0,0.0,3.06052
20260429_021343_822,astar,open_world,6,0.74,0.0,0.0,3.04132
20260429_021343_822,astar,open_world,7,0.87,0.0,0.0,3.01417
20260429_021343_822,astar,open_world,8,0.989,0.0,0.0,3.00287
20260429_021344_882,astar,open_world,0,0.051,0.0,0.0,2.98858
20260429_021344_882,astar,open_world,1,0.178,0.0,0.0,2.97305
20260429_021344_882,astar,open_world,2,0.297,0.0,0.0,2.95864
20260429_021344_882,astar,open_world,3,0.442,0.0,0.0,2.93178
20260429_021344_882,astar,open_world,4,0.547,0.0,0.0,2.90242
20260429_021344_882,astar,open_world,5,0.668,0.0,0.0,2.86485
20260429_021344_882,astar,open_world,6,0.775,0.0,0.0,2.81637
20260429_021345_767,astar,open_world,0,0.003,0.0,0.0,2.64899
20260429_021345_767,astar,open_world,1,0.134,0.0,0.0,2.60129
20260429_021345_767,astar,open_world,2,0.236,0.0,0.0,2.54863
20260429_021345_767,astar,open_world,3,0.388,0.0,0.0,2.51257
20260429_021345_767,astar,open_world,4,0.513,0.0,0.0,2.49407
20260429_021345_767,astar,open_world,5,0.632,0.0,0.0,2.45175
20260429_021345_767,astar,open_world,6,0.767,0.0,0.0,2.40151
20260429_021345_767,astar,open_world,7,0.889,0.0,0.0,2.34567
20260429_021347_052,astar,open_world,0,0.041,0.0,0.0,2.26553
20260429_021347_052,astar,open_world,1,0.189,0.0,0.0,2.21674
20260429_021347_052,astar,open_world,2,0.318,0.0,0.0,2.16249
20260429_021347_052,astar,open_world,3,0.459,0.0,0.0,2.11275
20260429_021347_052,astar,open_world,4,0.577,0.0,0.0,2.07485
20260429_021347_052,astar,open_world,5,0.723,0.0,0.0,2.00593
20260429_021347_052,astar,open_world,6,0.86,0.0,0.0,1.94976
20260429_021347_052,astar,open_world,7,0.985,0.0,0.0,1.91279
20260429_021348_112,astar,open_world,0,0.044,0.0,0.0,1.85938
20260429_021348_112,astar,open_world,1,0.179,0.0,0.0,1.83245
20260429_021348_112,astar,open_world,2,0.292,0.0,0.0,1.81231
20260429_021348_112,astar,open_world,3,0.415,0.0,0.0,1.78868
20260429_021348_112,astar,open_world,4,0.565,0.0,0.0,1.76375
20260429_021348_112,astar,open_world,5,0.699,0.0,0.0,1.74237
20260429_021348_112,astar,open_world,6,0.81,0.0,0.0,1.72624
20260429_021348_112,astar,open_world,7,0.92,0.0,0.0,1.7115
20260429_021349_177,astar,open_world,0,0.006,0.0,0.0,1.69256
20260429_021349_177,astar,open_world,1,0.118,0.0,0.0,1.68229
20260429_021349_177,astar,open_world,2,0.242,-0.0001,0.0006,1.67195
20260429_021349_177,astar,open_world,3,0.346,-0.0007,0.0048,1.6638
20260429_021349_177,astar,open_world,4,0.455,-0.0014,0.0122,1.65841
20260429_021349_177,astar,open_world,5,0.562,-0.0027,0.0253,1.65804
20260429_021349_177,astar,open_world,6,0.676,-0.0042,0.042,1.6613
20260429_021349_177,astar,open_world,7,0.799,-0.0056,0.057,1.66467
20260429_021349_177,astar,open_world,8,0.92,-0.0072,0.0744,1.66784
20260429_021350_252,astar,open_world,0,0.01,-0.0089,0.0919,1.6674
20260429_021350_252,astar,open_world,1,0.136,-0.0103,0.1065,1.66671
20260429_021350_252,astar,open_world,2,0.298,-0.0116,0.1211,1.66438
20260429_021350_252,astar,open_world,3,0.426,-0.0124,0.1309,1.6565
20260429_021350_252,astar,open_world,4,0.559,-0.0127,0.1354,1.64557
20260429_021350_252,astar,open_world,5,0.7,-0.0127,0.1369,1.62887
20260429_021350_252,astar,open_world,6,0.819,-0.0127,0.1369,1.61504
20260429_021350_252,astar,open_world,7,0.943,-0.0127,0.1369,1.61174
20260429_021351_323,astar,open_world,0,0.021,-0.0127,0.1369,1.60795
20260429_021351_323,astar,open_world,1,0.15,-0.0127,0.1369,1.60423
20260429_021351_323,astar,open_world,2,0.276,-0.0128,0.1371,1.60136
20260429_021351_323,astar,open_world,3,0.389,-0.0129,0.1394,1.59864
20260429_021351_323,astar,open_world,4,0.507,-0.0132,0.1467,1.59647
20260429_021351_323,astar,open_world,5,0.639,-0.0135,0.1566,1.59499
20260429_021351_323,astar,open_world,6,0.76,-0.0139,0.1722,1.59363
20260429_021351_323,astar,open_world,7,0.864,-0.0143,0.1896,1.5926
20260429_021351_323,astar,open_world,8,0.967,-0.0146,0.2046,1.5919
20260429_021352_394,astar,open_world,0,0.006,-0.0149,0.2221,1.58733
20260429_021352_394,astar,open_world,1,0.132,-0.0151,0.2396,1.57392
20260429_021352_394,astar,open_world,2,0.262,-0.015,0.2537,1.55562
20260429_021352_394,astar,open_world,3,0.385,-0.0147,0.2664,1.54035
20260429_021352_394,astar,open_world,4,0.501,-0.0143,0.274,1.53351
20260429_021352_394,astar,open_world,5,0.607,-0.0142,0.2777,1.53163
20260429_021352_394,astar,open_world,6,0.752,-0.014,0.2834,1.53204
20260429_021352_394,astar,open_world,7,0.879,-0.0137,0.2939,1.5308
20260429_021352_394,astar,open_world,8,1.001,-0.0132,0.3066,1.52616
20260429_021353_462,astar,open_world,0,0.005,-0.0127,0.3164,1.52627
20260429_021353_462,astar,open_world,1,0.132,-0.0121,0.3314,1.52667
20260429_021353_462,astar,open_world,2,0.274,-0.0113,0.3489,1.527
20260429_021353_462,astar,open_world,3,0.385,-0.0105,0.3665,1.52688
20260429_021353_462,astar,open_world,4,0.51,-0.0098,0.3815,1.52343
20260429_021353_462,astar,open_world,5,0.621,-0.009,0.399,1.51866
20260429_021353_462,astar,open_world,6,0.739,-0.0079,0.4166,1.50653
20260429_021353_462,astar,open_world,7,0.864,-0.0069,0.4317,1.49657
20260429_021353_462,astar,open_world,8,0.988,-0.0055,0.4491,1.4882
20260429_021354_521,astar,open_world,0,0.021,-0.0049,0.4566,1.48594
20260429_021354_521,astar,open_world,1,0.168,-0.0033,0.4741,1.47914
20260429_021354_521,astar,open_world,2,0.297,-0.0017,0.4916,1.47731
20260429_021354_521,astar,open_world,3,0.435,-0.0002,0.5065,1.46942
20260429_021354_521,astar,open_world,4,0.581,0.0015,0.5239,1.46917
20260429_021354_521,astar,open_world,5,0.704,0.0033,0.5413,1.46926
20260429_021354_521,astar,open_world,6,0.82,0.0048,0.5563,1.47092
20260429_021354_521,astar,open_world,7,0.952,0.0066,0.5737,1.47323
20260429_021355_575,astar,open_world,0,0.002,0.0082,0.5908,1.4738
20260429_021355_575,astar,open_world,1,0.118,0.0096,0.6041,1.47091
20260429_021355_575,astar,open_world,2,0.254,0.0111,0.62,1.47046
20260429_021355_575,astar,open_world,3,0.394,0.0129,0.6373,1.46469
20260429_021355_575,astar,open_world,4,0.536,0.0137,0.6448,1.46252
20260429_021355_575,astar,open_world,5,0.681,0.0145,0.6522,1.45993
20260429_021355_575,astar,open_world,6,0.844,0.0165,0.6696,1.4522
20260429_021355_575,astar,open_world,7,0.972,0.0187,0.687,1.44202
20260429_021356_643,astar,open_world,0,0.002,0.0196,0.6945,1.43686
20260429_021356_643,astar,open_world,1,0.112,0.0221,0.7119,1.42192
20260429_021356_643,astar,open_world,2,0.233,0.0244,0.7267,1.40972
20260429_021356_643,astar,open_world,3,0.359,0.0273,0.7439,1.38978
20260429_021356_643,astar,open_world,4,0.532,0.0322,0.7685,1.36062
20260429_021356_643,astar,open_world,5,0.659,0.0359,0.7855,1.34626
20260429_021356_643,astar,open_world,6,0.785,0.0393,0.8001,1.33149
20260429_021356_643,astar,open_world,7,0.895,0.0436,0.8172,1.31789
20260429_021357_702,astar,open_world,0,0.03,0.0501,0.8416,1.30137
20260429_021357_702,astar,open_world,1,0.148,0.0553,0.8599,1.29007
20260429_021357_702,astar,open_world,2,0.303,0.0599,0.8757,1.2829
20260429_021357_702,astar,open_world,3,0.415,0.0659,0.8958,1.27205
20260429_021357_702,astar,open_world,4,0.601,0.0722,0.9157,1.25855
20260429_021357_702,astar,open_world,5,0.747,0.0778,0.9329,1.24971
20260429_021357_702,astar,open_world,6,0.889,0.0845,0.953,1.24525
20260429_021358_753,astar,open_world,0,0.037,0.0943,0.9816,1.23721
20260429_021358_753,astar,open_world,1,0.227,0.1013,1.0014,1.22369
20260429_021358_753,astar,open_world,2,0.359,0.1075,1.0183,1.21161
20260429_021358_753,astar,open_world,3,0.478,0.115,1.0379,1.19772
20260429_021358_753,astar,open_world,4,0.608,0.1228,1.0576,1.18428
20260429_021358_753,astar,open_world,5,0.748,0.1299,1.0748,1.17306
20260429_021358_753,astar,open_world,6,0.878,0.1382,1.0941,1.1603
20260429_021359_804,astar,open_world,0,0.033,0.1541,1.1299,1.14629
20260429_021359_804,astar,open_world,1,0.169,0.1627,1.1488,1.13995
20260429_021359_804,astar,open_world,2,0.278,0.1706,1.1659,1.13225
20260429_021359_804,astar,open_world,3,0.438,0.1771,1.1796,1.11955
20260429_021359_804,astar,open_world,4,0.582,0.185,1.1956,1.10957
20260429_021359_804,astar,open_world,5,0.718,0.1931,1.2117,1.09763
20260429_021359_804,astar,open_world,6,0.837,0.2002,1.2255,1.0851
20260429_021359_804,astar,open_world,7,0.96,0.2087,1.2414,1.07101
20260429_021400_893,astar,open_world,0,0.004,0.2124,1.2481,1.06613
20260429_021400_893,astar,open_world,1,0.188,0.2211,1.2638,1.05801
20260429_021400_893,astar,open_world,2,0.324,0.2305,1.2804,1.04926
20260429_021400_893,astar,open_world,3,0.436,0.2394,1.2957,1.04124
20260429_021400_893,astar,open_world,4,0.549,0.2501,1.3138,1.03078
20260429_021400_893,astar,open_world,5,0.68,0.2611,1.3319,1.01889
20260429_021400_893,astar,open_world,6,0.808,0.2706,1.3472,1.00908
20260429_021400_893,astar,open_world,7,0.925,0.2819,1.3649,0.99796
20260429_021401_951,astar,open_world,0,0.002,0.2933,1.3825,0.98805
20260429_021401_951,astar,open_world,1,0.124,0.3033,1.3976,0.97967
20260429_021401_951,astar,open_world,2,0.24,0.3151,1.415,0.9701
20260429_021401_951,astar,open_world,3,0.363,0.3271,1.4323,0.96137
20260429_021401_951,astar,open_world,4,0.477,0.3374,1.447,0.95365
20260429_021401_951,astar,open_world,5,0.604,0.3497,1.4641,0.94615
20260429_021401_951,astar,open_world,6,0.724,0.362,1.4811,0.93966
20260429_021401_951,astar,open_world,7,0.875,0.3726,1.4956,0.93404
20260429_021402_993,astar,open_world,0,0.029,0.3907,1.5198,0.92461
20260429_021402_993,astar,open_world,1,0.136,0.4034,1.5365,0.91938
20260429_021402_993,astar,open_world,2,0.241,0.4164,1.5535,0.91554
20260429_021402_993,astar,open_world,3,0.366,0.4276,1.5681,0.91227
20260429_021402_993,astar,open_world,4,0.5,0.4405,1.5847,0.90819
20260429_021402_993,astar,open_world,5,0.611,0.4535,1.6012,0.90405
20260429_021402_993,astar,open_world,6,0.73,0.4646,1.6153,0.8986
20260429_021402_993,astar,open_world,7,0.847,0.4778,1.6318,0.89308
20260429_021402_993,astar,open_world,8,0.959,0.4911,1.6483,0.88883
20260429_021404_053,astar,open_world,0,0.013,0.5025,1.6623,0.88536
20260429_021404_053,astar,open_world,1,0.174,0.5215,1.6854,0.88018
20260429_021404_053,astar,open_world,2,0.289,0.5349,1.7016,0.87788
20260429_021404_053,astar,open_world,3,0.402,0.5483,1.7177,0.87558
20260429_021404_053,astar,open_world,4,0.53,0.5599,1.7316,0.87359
20260429_021404_053,astar,open_world,5,0.656,0.5734,1.7477,0.87132
20260429_021404_053,astar,open_world,6,0.781,0.587,1.7637,0.86915
20260429_021404_053,astar,open_world,7,0.916,0.5986,1.7775,0.8669
20260429_021405_112,astar,open_world,0,0.009,0.6123,1.7936,0.86459
20260429_021405_112,astar,open_world,1,0.143,0.6259,1.8095,0.86079
20260429_021405_112,astar,open_world,2,0.274,0.6377,1.8231,0.85315
20260429_021405_112,astar,open_world,3,0.386,0.6516,1.8389,0.84261
20260429_021405_112,astar,open_world,4,0.526,0.6656,1.8545,0.83344
20260429_021405_112,astar,open_world,5,0.658,0.6778,1.8678,0.82559
20260429_021405_112,astar,open_world,6,0.785,0.692,1.8833,0.82506
20260429_021405_112,astar,open_world,7,0.922,0.7063,1.8987,0.82504
20260429_021406_153,astar,open_world,0,0.024,0.7185,1.9119,0.82457
20260429_021406_153,astar,open_world,1,0.184,0.7328,1.9274,0.82394
20260429_021406_153,astar,open_world,2,0.318,0.7472,1.9428,0.81827
20260429_021406_153,astar,open_world,3,0.439,0.7595,1.9559,0.81272
20260429_021406_153,astar,open_world,4,0.573,0.7739,1.9711,0.80679
20260429_021406_153,astar,open_world,5,0.697,0.7886,1.9863,0.80002
20260429_021406_153,astar,open_world,6,0.837,0.8012,1.9992,0.79414
20260429_021406_153,astar,open_world,7,0.958,0.8159,2.0141,0.78724
20260429_021407_206,astar,open_world,0,0.036,0.8307,2.0289,0.78069
20260429_021407_206,astar,open_world,1,0.147,0.8436,2.0415,0.77621
20260429_021407_206,astar,open_world,2,0.277,0.8586,2.0562,0.77169
20260429_021407_206,astar,open_world,3,0.397,0.8737,2.0708,0.76596
20260429_021407_206,astar,open_world,4,0.517,0.8867,2.0833,0.76167
20260429_021407_206,astar,open_world,5,0.655,0.9019,2.0977,0.75636
20260429_021407_206,astar,open_world,6,0.767,0.9172,2.1121,0.7513
20260429_021407_206,astar,open_world,7,0.882,0.9304,2.1244,0.74474
20260429_021407_206,astar,open_world,8,0.985,0.9459,2.1386,0.73891
20260429_021408_252,astar,open_world,0,0.022,0.9526,2.1447,0.73671
20260429_021408_252,astar,open_world,1,0.142,0.9683,2.1589,0.73141
20260429_021408_252,astar,open_world,2,0.255,0.9839,2.1729,0.7266
20260429_021408_252,astar,open_world,3,0.367,0.9974,2.1848,0.72103
20260429_021408_252,astar,open_world,4,0.484,1.0132,2.1986,0.71416
20260429_021408_252,astar,open_world,5,0.59,1.0201,2.2045,0.71136
20260429_021408_252,astar,open_world,6,0.724,1.036,2.2182,0.70581
20260429_021408_252,astar,open_world,7,0.838,1.0522,2.2319,0.70064
20260429_021408_252,astar,open_world,8,0.966,1.066,2.2435,0.69596
20260429_021409_301,astar,open_world,0,0.029,1.0822,2.257,0.69035
20260429_021409_301,astar,open_world,1,0.145,1.0986,2.2705,0.68604
20260429_021409_301,astar,open_world,2,0.268,1.1125,2.2818,0.6827
20260429_021409_301,astar,open_world,3,0.405,1.1288,2.295,0.67853
20260429_021409_301,astar,open_world,4,0.55,1.1453,2.3083,0.675
20260429_021409_301,astar,open_world,5,0.661,1.1594,2.3195,0.67181
20260429_021409_301,astar,open_world,6,0.775,1.1759,2.3326,0.66809
20260429_021409_301,astar,open_world,7,0.91,1.1924,2.3456,0.66443
20260429_021410_352,astar,open_world,0,0.028,1.2161,2.364,0.65921
20260429_021410_352,astar,open_world,1,0.146,1.2304,2.3751,0.65588
20260429_021410_352,astar,open_world,2,0.261,1.2471,2.3879,0.65219
20260429_021410_352,astar,open_world,3,0.368,1.2639,2.4007,0.64884
20260429_021410_352,astar,open_world,4,0.506,1.2782,2.4115,0.64614
20260429_021410_352,astar,open_world,5,0.636,1.295,2.4241,0.64298
20260429_021410_352,astar,open_world,6,0.765,1.3118,2.4367,0.63981
20260429_021410_352,astar,open_world,7,0.896,1.3262,2.4474,0.63726
20260429_021411_403,astar,open_world,0,0.053,1.3504,2.4653,0.6334
20260429_021411_403,astar,open_world,1,0.178,1.3674,2.4777,0.63224
20260429_021411_403,astar,open_world,2,0.295,1.3843,2.4901,0.63109
20260429_021411_403,astar,open_world,3,0.407,1.3989,2.5008,0.62999
20260429_021411_403,astar,open_world,4,0.514,1.4159,2.5132,0.62866
20260429_021411_403,astar,open_world,5,0.63,1.433,2.5255,0.62672
20260429_021411_403,astar,open_world,6,0.752,1.4476,2.5361,0.62574
20260429_021411_403,astar,open_world,7,0.87,1.4646,2.5484,0.62458
20260429_021412_442,astar,open_world,0,0.086,1.489,2.5659,0.62316
20260429_021412_442,astar,open_world,1,0.191,1.506,2.5782,0.62212
20260429_021412_442,astar,open_world,2,0.315,1.5207,2.5887,0.62119
20260429_021412_442,astar,open_world,3,0.433,1.5378,2.6009,0.62014
20260429_021412_442,astar,open_world,4,0.537,1.5549,2.6131,0.6193
20260429_021412_442,astar,open_world,5,0.647,1.5696,2.6236,0.61873
20260429_021412_442,astar,open_world,6,0.764,1.5867,2.6357,0.61771
20260429_021412_442,astar,open_world,7,0.874,1.6038,2.6479,0.61711
20260429_021412_442,astar,open_world,8,1.009,1.6185,2.6583,0.61668
20260429_021413_482,astar,open_world,0,0.013,1.6283,2.6653,0.61635
20260429_021413_482,astar,open_world,1,0.145,1.643,2.6757,0.61557
20260429_021413_482,astar,open_world,2,0.253,1.6602,2.6878,0.6146
20260429_021413_482,astar,open_world,3,0.376,1.6774,2.7,0.61387
20260429_021413_482,astar,open_world,4,0.499,1.6921,2.7103,0.61318
20260429_021413_482,astar,open_world,5,0.616,1.7094,2.7224,0.61247
20260429_021413_482,astar,open_world,6,0.722,1.7269,2.7348,0.6119
20260429_021413_482,astar,open_world,7,0.844,1.7418,2.7452,0.61174
20260429_021413_482,astar,open_world,8,0.972,1.759,2.7573,0.61168
20260429_021414_534,astar,open_world,0,0.022,1.7762,2.7693,0.61196
20260429_021414_534,astar,open_world,1,0.13,1.7909,2.7797,0.6117
20260429_021414_534,astar,open_world,2,0.26,1.8081,2.7917,0.61082
20260429_021414_534,astar,open_world,3,0.383,1.8253,2.8038,0.61016
20260429_021414_534,astar,open_world,4,0.51,1.8402,2.8142,0.60943
20260429_021414_534,astar,open_world,5,0.647,1.8574,2.8261,0.61008
20260429_021414_534,astar,open_world,6,0.833,1.8746,2.8382,0.61018
20260429_021414_534,astar,open_world,7,1.014,1.8894,2.8486,0.61066
20260429_021415_603,astar,open_world,0,0.041,1.8993,2.8555,0.6112
20260429_021415_603,astar,open_world,1,0.181,1.914,2.8658,0.61294
20260429_021415_603,astar,open_world,2,0.309,1.9313,2.878,0.61577
20260429_021415_603,astar,open_world,3,0.43,1.9485,2.8902,0.6187
20260429_021415_603,astar,open_world,4,0.533,1.9632,2.9007,0.62187
20260429_021415_603,astar,open_world,5,0.677,1.9802,2.9129,0.62541
20260429_021415_603,astar,open_world,6,0.786,1.9973,2.9253,0.6284
20260429_021415_603,astar,open_world,7,0.898,2.0118,2.9359,0.63109
20260429_021415_603,astar,open_world,8,1.002,2.0288,2.9483,0.63429
20260429_021416_641,astar,open_world,0,0.023,2.0361,2.9537,0.63568
20260429_021416_641,astar,open_world,1,0.144,2.0529,2.9662,0.63855
20260429_021416_641,astar,open_world,2,0.257,2.0699,2.9787,0.64109
20260429_021416_641,astar,open_world,3,0.381,2.0843,2.9896,0.64407
20260429_021416_641,astar,open_world,4,0.498,2.1011,3.0022,0.64892
20260429_021416_641,astar,open_world,5,0.602,2.1178,3.0149,0.65252
20260429_021416_641,astar,open_world,6,0.722,2.1321,3.0259,0.65496
